seconds,	voltage
21005.435847,	123.938250	
21006.845839,	123.935800	
21008.255839,	123.933210	
21009.665837,	123.931020	
21011.075858,	123.928690	
21012.485837,	123.925980	
21013.895838,	123.923780	
21015.305837,	123.921330	
21016.715840,	123.919000	
21018.125833,	123.916420	
21019.535845,	123.914350	
21020.945835,	123.911760	
21022.355841,	123.909570	
21023.765837,	123.907110	
21025.175833,	123.905040	
21026.585833,	123.902850	
21027.995835,	123.900520	
21029.405832,	123.898190	
21030.815837,	123.895870	
21032.225833,	123.893800	
21033.635838,	123.891730	
21035.045844,	123.889410	
21036.455839,	123.887340	
21037.865838,	123.885010	
21039.275836,	123.882690	
21040.685837,	123.880750	
21042.095842,	123.878550	
21043.505846,	123.876490	
21044.915846,	123.874420	
21046.325854,	123.872220	
21047.735844,	123.870020	
21049.145852,	123.867960	
21050.555840,	123.865890	
21051.965836,	123.863820	
21053.375846,	123.861750	
21054.785845,	123.859820	
21056.195845,	123.857750	
21057.605848,	123.855810	
21059.015846,	123.854000	
21060.425853,	123.851800	
21061.835845,	123.849740	
21063.245938,	123.847800	
21064.655859,	123.845860	
21066.065856,	123.843920	
21067.475846,	123.841470	
21068.885844,	123.839910	
21070.295843,	123.837850	
21071.705844,	123.835780	
21073.115844,	123.834100	
21074.525844,	123.832030	
21075.935844,	123.830220	
21077.345845,	123.828410	
21078.755851,	123.826480	
21080.165845,	123.824670	
21081.575868,	123.822860	
21082.985851,	123.820920	
21084.395845,	123.818980	
21085.805844,	123.817170	
21087.215846,	123.815360	
21088.625847,	123.813680	
21090.035850,	123.811610	
21091.445842,	123.809930	
21092.855850,	123.808130	
21094.265851,	123.806450	
21095.675847,	123.804380	
21097.085851,	123.802570	
21098.495850,	123.800630	
21099.905854,	123.799210	
21101.315845,	123.797270	
21102.725851,	123.795330	
21104.135852,	123.794040	
21105.545846,	123.792100	
21106.955844,	123.790160	
21108.365844,	123.788740	
21109.775853,	123.787060	
21111.185852,	123.785380	
21112.595848,	123.783310	
21114.005855,	123.781510	
21115.415854,	123.780080	
21116.825852,	123.778400	
21118.235852,	123.776470	
21119.645846,	123.774790	
21121.055842,	123.773240	
21122.465846,	123.771560	
21123.875938,	123.770130	
21125.285850,	123.768200	
21126.695853,	123.766640	
21128.105850,	123.765090	
21129.515848,	123.763160	
21130.925847,	123.761350	
21132.335849,	123.759800	
21133.745851,	123.757990	
21135.155847,	123.756310	
21136.565851,	123.754760	
21137.975848,	123.753080	
21139.385850,	123.751650	
21140.795849,	123.749850	
21142.205848,	123.748290	
21143.615850,	123.746740	
21145.025850,	123.745190	
21146.435848,	123.743900	
21147.845845,	123.742090	
21149.255845,	123.740540	
21150.665840,	123.738730	
21152.075854,	123.737440	
21153.485837,	123.736020	
21154.895888,	123.734470	
21156.305849,	123.732530	
21157.715843,	123.731240	
21159.125841,	123.729950	
21160.535846,	123.728140	
21161.945846,	123.726840	
21163.355848,	123.725290	
21164.765837,	123.723480	
21166.175841,	123.722060	
21167.585841,	123.720770	
21168.995844,	123.719090	
21170.405838,	123.717540	
21171.815833,	123.716250	
21173.225844,	123.714570	
21174.635838,	123.713020	
21176.045839,	123.711850	
21177.455838,	123.710170	
21178.865838,	123.708880	
21180.275841,	123.707460	
21181.685841,	123.706300	
21183.095835,	123.704620	
21184.505847,	123.703320	
21185.915844,	123.701900	
21187.325846,	123.700740	
21188.735845,	123.699320	
21190.145848,	123.697380	
21191.555840,	123.696990	
21192.965837,	123.695570	
21194.375836,	123.694150	
21195.785846,	123.692730	
21197.195837,	123.691440	
21198.605856,	123.690140	
21200.015852,	123.688850	
21201.425839,	123.687820	
21202.835837,	123.686660	
21204.245845,	123.685490	
21205.655850,	123.684460	
21207.065846,	123.683170	
21208.475862,	123.682390	
21209.885842,	123.680970	
21211.295837,	123.679550	
21212.705846,	123.678510	
21214.115851,	123.677090	
21215.525849,	123.676450	
21216.935847,	123.675150	
21218.345849,	123.674120	
21219.755851,	123.673090	
21221.165851,	123.672050	
21222.575840,	123.671280	
21223.985848,	123.670110	
21225.395844,	123.669340	
21226.805836,	123.668310	
21228.215850,	123.667790	
21229.625837,	123.666880	
21231.035840,	123.665720	
21232.445845,	123.665070	
21233.855892,	123.664040	
21235.265844,	123.662880	
21236.675842,	123.662620	
21238.085842,	123.661330	
21239.495845,	123.660680	
21240.905854,	123.660160	
21242.315844,	123.659000	
21243.725842,	123.658360	
21245.135840,	123.657580	
21246.545846,	123.656930	
21247.955841,	123.655900	
21249.365839,	123.655000	
21250.775843,	123.654090	
21252.185846,	123.653440	
21253.595837,	123.652410	
21255.005844,	123.651510	
21256.415853,	123.650730	
21257.825846,	123.649830	
21259.235851,	123.648660	
21260.645836,	123.647630	
21262.055839,	123.647110	
21263.465844,	123.645950	
21264.875845,	123.645040	
21266.285846,	123.643750	
21267.695849,	123.642980	
21269.105853,	123.641810	
21270.515837,	123.640780	
21271.925840,	123.639880	
21273.335845,	123.638840	
21274.745845,	123.637810	
21276.155849,	123.636650	
21277.565837,	123.635740	
21278.975847,	123.634710	
21280.385854,	123.633540	
21281.795848,	123.632510	
21283.205838,	123.631350	
21284.615837,	123.630440	
21286.025845,	123.629150	
21287.435845,	123.627990	
21288.845841,	123.626950	
21290.255848,	123.625790	
21291.665844,	123.624760	
21293.075849,	123.623720	
21294.485850,	123.622560	
21295.895850,	123.621270	
21297.305857,	123.620230	
21298.715851,	123.619070	
21300.125849,	123.617910	
21301.535851,	123.616870	
21302.945849,	123.615710	
21304.355854,	123.614420	
21305.765847,	123.613390	
21307.175852,	123.612480	
21308.585850,	123.611060	
21309.995849,	123.609900	
21311.405845,	123.608860	
21312.815854,	123.607700	
21314.225852,	123.606670	
21315.635840,	123.605630	
21317.045840,	123.604470	
21318.455849,	123.602920	
21319.865851,	123.602010	
21321.275834,	123.600980	
21322.685841,	123.599950	
21324.095838,	123.598520	
21325.505852,	123.597230	
21326.915848,	123.596330	
21328.325843,	123.595040	
21329.735842,	123.593870	
21331.145894,	123.592710	
21332.555846,	123.591680	
21333.965851,	123.590640	
21335.375844,	123.589480	
21336.785851,	123.588320	
21338.195855,	123.587150	
21339.605849,	123.585990	
21341.015846,	123.584830	
21342.425853,	123.583790	
21343.835848,	123.582370	
21345.245851,	123.581210	
21346.655851,	123.580430	
21348.065850,	123.579010	
21349.475848,	123.578240	
21350.885846,	123.576690	
21352.295848,	123.575780	
21353.705856,	123.574360	
21355.115852,	123.573330	
21356.525847,	123.572160	
21357.935845,	123.571390	
21359.345845,	123.570220	
21360.755848,	123.568930	
21362.165838,	123.567770	
21363.575838,	123.566740	
21364.985845,	123.565440	
21366.395835,	123.564540	
21367.805841,	123.563250	
21369.215844,	123.562340	
21370.625837,	123.560920	
21372.035849,	123.559890	
21373.445844,	123.558720	
21374.855844,	123.557430	
21376.265837,	123.556270	
21377.675843,	123.555360	
21379.085844,	123.554330	
21380.495836,	123.553040	
21381.905844,	123.551750	
21383.315847,	123.550840	
21384.725846,	123.549810	
21386.135836,	123.548640	
21387.545845,	123.547480	
21388.955845,	123.546320	
21390.365844,	123.545280	
21391.775841,	123.543990	
21393.185850,	123.542830	
21394.595845,	123.541920	
21396.005848,	123.540760	
21397.415851,	123.539600	
21398.825852,	123.538560	
21400.235850,	123.537140	
21401.645847,	123.536240	
21403.055852,	123.534820	
21404.465852,	123.533910	
21405.875850,	123.532880	
21407.285852,	123.531720	
21408.695851,	123.530810	
21410.105845,	123.529390	
21411.515847,	123.528360	
21412.925846,	123.527450	
21414.335852,	123.525900	
21415.745845,	123.525130	
21417.155851,	123.523960	
21418.565846,	123.522800	
21419.975849,	123.522020	
21421.385853,	123.520470	
21422.795853,	123.519570	
21424.205852,	123.518280	
21425.615846,	123.517110	
21427.025855,	123.516210	
21428.435844,	123.515050	
21429.845841,	123.514140	
21431.255850,	123.512590	
21432.665845,	123.511940	
21434.075846,	123.510650	
21435.485850,	123.509360	
21436.895845,	123.508580	
21438.305850,	123.507290	
21439.715849,	123.505870	
21441.125847,	123.505100	
21442.535845,	123.504060	
21443.945847,	123.503030	
21445.355850,	123.501610	
21446.765846,	123.500700	
21448.175852,	123.499410	
21449.585852,	123.498250	
21450.995845,	123.497470	
21452.405842,	123.496310	
21453.815847,	123.495270	
21455.225855,	123.493850	
21456.635846,	123.492950	
21458.045842,	123.492040	
21459.455844,	123.490880	
21460.865844,	123.489590	
21462.275840,	123.488430	
21463.685841,	123.487390	
21465.095845,	123.486360	
21466.505847,	123.485450	
21467.915841,	123.484290	
21469.325845,	123.483130	
21470.735836,	123.482090	
21472.145841,	123.480670	
21473.555845,	123.479770	
21474.965841,	123.478730	
21476.375836,	123.477830	
21477.785852,	123.476410	
21479.195845,	123.475370	
21480.605844,	123.474470	
21482.015837,	123.473050	
21483.425849,	123.471880	
21484.835838,	123.471110	
21486.245842,	123.469560	
21487.655836,	123.468910	
21489.065848,	123.467750	
21490.475845,	123.466590	
21491.885842,	123.465550	
21493.295850,	123.464650	
21494.705843,	123.463610	
21496.115846,	123.462320	
21497.525838,	123.461160	
21498.935845,	123.460250	
21500.345843,	123.459090	
21501.755844,	123.457800	
21503.165841,	123.456890	
21504.575834,	123.455860	
21505.985833,	123.454700	
21507.395837,	123.453530	
21508.805842,	123.452630	
21510.215838,	123.451210	
21511.625848,	123.450300	
21513.035843,	123.449400	
21514.445839,	123.448240	
21515.855845,	123.446940	
21517.265848,	123.446040	
21518.675838,	123.444620	
21520.085848,	123.443580	
21521.495841,	123.442940	
21522.905834,	123.441390	
21524.315843,	123.440350	
21525.725839,	123.439320	
21527.135845,	123.438420	
21528.545845,	123.437120	
21529.955847,	123.435960	
21531.365838,	123.435060	
21532.775841,	123.433760	
21534.185846,	123.432860	
21535.595841,	123.431830	
21537.005841,	123.430660	
21538.415844,	123.429630	
21539.825837,	123.428850	
21541.235844,	123.427690	
21542.645842,	123.426270	
21544.055845,	123.425230	
21545.465837,	123.424070	
21546.875854,	123.423170	
21548.285845,	123.422130	
21549.695847,	123.420970	
21551.105853,	123.419810	
21552.515850,	123.419030	
21553.925849,	123.417740	
21555.335847,	123.416580	
21556.745847,	123.415930	
21558.155852,	123.414250	
21559.565847,	123.413350	
21560.975846,	123.412310	
21562.385849,	123.411280	
21563.795846,	123.410120	
21565.205850,	123.408950	
21566.615847,	123.408050	
21568.025851,	123.406760	
21569.435850,	123.405720	
21570.845850,	123.404950	
21572.255844,	123.403780	
21573.665847,	123.402490	
21575.075854,	123.401330	
21576.485847,	123.400680	
21577.895846,	123.399260	
21579.305851,	123.398360	
21580.715850,	123.397060	
21582.125849,	123.396160	
21583.535845,	123.395000	
21584.945847,	123.393960	
21586.355846,	123.392800	
21587.765840,	123.391770	
21589.175848,	123.390730	
21590.585837,	123.389700	
21591.995847,	123.388410	
21593.405845,	123.387890	
21594.815848,	123.386600	
21596.225839,	123.385430	
21597.635845,	123.384140	
21599.045840,	123.382980	
21600.455838,	123.382330	
21601.865842,	123.381040	
21603.275845,	123.380140	
21604.685841,	123.378710	
21606.095842,	123.377810	
21607.505841,	123.376650	
21608.915842,	123.375740	
21610.325842,	123.374580	
21611.735843,	123.373670	
21613.145836,	123.372510	
21614.555845,	123.371220	
21615.965842,	123.370190	
21617.375831,	123.369410	
21618.785840,	123.368120	
21620.195853,	123.367080	
21621.605838,	123.365920	
21623.015833,	123.365020	
21624.425848,	123.363980	
21625.835849,	123.362820	
21627.245848,	123.362040	
21628.655846,	123.360750	
21630.065847,	123.359460	
21631.475847,	123.358560	
21632.885847,	123.357260	
21634.295850,	123.356360	
21635.705845,	123.355200	
21637.115844,	123.353900	
21638.525839,	123.353130	
21639.935844,	123.351960	
21641.345850,	123.351190	
21642.755847,	123.349770	
21644.165850,	123.349120	
21645.575848,	123.347830	
21646.985846,	123.346410	
21648.395848,	123.345500	
21649.805853,	123.344600	
21651.215849,	123.343310	
21652.625852,	123.342270	
21654.035848,	123.340850	
21655.445847,	123.340330	
21656.855852,	123.339040	
21658.265850,	123.338140	
21659.675849,	123.336850	
21661.085849,	123.335810	
21662.495845,	123.334650	
21663.905855,	123.333740	
21665.315848,	123.332580	
21666.725852,	123.331420	
21668.135845,	123.330510	
21669.545850,	123.329350	
21670.955847,	123.328190	
21672.365850,	123.327280	
21673.775847,	123.326120	
21675.185846,	123.324960	
21676.595835,	123.324050	
21678.005841,	123.322890	
21679.415850,	123.321860	
21680.825839,	123.321080	
21682.235843,	123.319920	
21683.645839,	123.318630	
21685.055837,	123.317590	
21686.465839,	123.316430	
21687.875836,	123.315270	
21689.285851,	123.314620	
21690.695842,	123.313330	
21692.105841,	123.312160	
21693.515847,	123.311260	
21694.925886,	123.310100	
21696.335843,	123.308670	
21697.745849,	123.307900	
21699.155844,	123.306990	
21700.565850,	123.305700	
21701.975849,	123.304930	
21703.385852,	123.303890	
21704.795844,	123.302600	
21706.205842,	123.301570	
21707.615841,	123.300150	
21709.025840,	123.298980	
21710.435845,	123.298080	
21711.845848,	123.296920	
21713.255842,	123.296270	
21714.665845,	123.294980	
21716.075846,	123.293680	
21717.485850,	123.292910	
21718.895850,	123.291750	
21720.305846,	123.290840	
21721.715846,	123.289810	
21723.125845,	123.288520	
21724.535848,	123.287480	
21725.945848,	123.286320	
21727.355848,	123.285290	
21728.765844,	123.284380	
21730.175840,	123.282960	
21731.585842,	123.282180	
21732.995851,	123.280760	
21734.405845,	123.279990	
21735.815844,	123.278820	
21737.225848,	123.277530	
21738.635841,	123.276760	
21740.045841,	123.275720	
21741.455849,	123.274690	
21742.865844,	123.273530	
21744.275843,	123.272750	
21745.685848,	123.271460	
21747.095847,	123.270420	
21748.505849,	123.269130	
21749.915845,	123.268230	
21751.325843,	123.267060	
21752.735846,	123.266160	
21754.145842,	123.265130	
21755.555849,	123.263700	
21756.965848,	123.262930	
21758.375836,	123.261510	
21759.785842,	123.260990	
21761.195837,	123.259440	
21762.605844,	123.258410	
21764.015840,	123.257240	
21765.425844,	123.256340	
21766.835839,	123.255310	
21768.245845,	123.254400	
21769.655845,	123.253110	
21771.065837,	123.252330	
21772.475840,	123.250780	
21773.885844,	123.249880	
21775.295848,	123.248970	
21776.705842,	123.247810	
21778.115838,	123.246650	
21779.525837,	123.245740	
21780.935839,	123.244710	
21782.345841,	123.243550	
21783.755855,	123.242380	
21785.165842,	123.241350	
21786.575854,	123.240320	
21787.985929,	123.239020	
21789.395840,	123.237860	
21790.805846,	123.237210	
21792.215835,	123.235920	
21793.625841,	123.235020	
21795.035834,	123.233980	
21796.445850,	123.232690	
21797.855837,	123.231660	
21799.265841,	123.230750	
21800.675842,	123.229460	
21802.085837,	123.228300	
21803.495844,	123.227390	
21804.905843,	123.226620	
21806.315845,	123.225200	
21807.725841,	123.223900	
21809.135840,	123.223390	
21810.545845,	123.221970	
21811.955836,	123.221190	
21813.365841,	123.219640	
21814.775842,	123.218730	
21816.185843,	123.217440	
21817.595840,	123.216670	
21819.005838,	123.215380	
21820.415852,	123.214600	
21821.825843,	123.213310	
21823.235845,	123.212530	
21824.645842,	123.211240	
21826.056229,	123.210340	
21827.465842,	123.209040	
21828.875835,	123.208140	
21830.285841,	123.207230	
21831.695849,	123.205680	
21833.105843,	123.204910	
21834.515837,	123.203740	
21835.925838,	123.202580	
21837.335836,	123.201680	
21838.745839,	123.200640	
21840.155841,	123.199740	
21841.565850,	123.198450	
21842.975844,	123.197540	
21844.385839,	123.195990	
21845.795838,	123.194960	
21847.205843,	123.193920	
21848.615845,	123.192890	
21850.025843,	123.191860	
21851.435844,	123.190820	
21852.845845,	123.189530	
21854.255852,	123.188880	
21855.665837,	123.187460	
21857.075840,	123.186560	
21858.485848,	123.185520	
21859.895845,	123.184100	
21861.305838,	123.183460	
21862.715842,	123.182420	
21864.125836,	123.181130	
21865.535845,	123.179840	
21866.945845,	123.179190	
21868.355839,	123.177900	
21869.765843,	123.176870	
21871.175838,	123.175830	
21872.585841,	123.174800	
21873.995843,	123.173640	
21875.405851,	123.172340	
21876.815847,	123.171310	
21878.225833,	123.170530	
21879.635849,	123.169240	
21881.045837,	123.167950	
21882.455846,	123.167170	
21883.865845,	123.166010	
21885.275841,	123.164720	
21886.685845,	123.163940	
21888.095839,	123.162780	
21889.505840,	123.161880	
21890.915853,	123.160450	
21892.325839,	123.159680	
21893.735835,	123.158520	
21895.145837,	123.157220	
21896.555836,	123.156710	
21897.965841,	123.155420	
21899.375838,	123.153990	
21900.785839,	123.152830	
21902.195837,	123.152060	
21903.605840,	123.151150	
21905.015843,	123.149730	
21906.425840,	123.148950	
21907.835848,	123.147790	
21909.245926,	123.146630	
21910.655837,	123.145720	
21912.065836,	123.144560	
21913.475840,	123.143010	
21914.885842,	123.142360	
21916.295838,	123.141200	
21917.705837,	123.140170	
21919.115843,	123.139000	
21920.525843,	123.137840	
21921.935845,	123.136940	
21923.345850,	123.135770	
21924.755851,	123.134740	
21926.165846,	123.133710	
21927.575864,	123.132280	
