seconds,	voltage
15888.545840,	125.312160	
15889.955842,	125.311000	
15891.365855,	125.310230	
15892.775847,	125.309190	
15894.185844,	125.307900	
15895.595847,	125.306870	
15897.005846,	125.305960	
15898.415844,	125.304800	
15899.825844,	125.303760	
15901.235844,	125.302600	
15902.645845,	125.301570	
15904.055843,	125.300660	
15905.465844,	125.299370	
15906.875846,	125.298470	
15908.285844,	125.297300	
15909.695846,	125.296270	
15911.105858,	125.295110	
15912.515845,	125.294070	
15913.925843,	125.292910	
15915.335848,	125.292260	
15916.745849,	125.290970	
15918.155844,	125.290070	
15919.565846,	125.288650	
15920.975845,	125.287740	
15922.385845,	125.286580	
15923.795852,	125.285670	
15925.205846,	125.284640	
15926.615855,	125.283860	
15928.025849,	125.282440	
15929.435844,	125.281410	
15930.845844,	125.280500	
15932.255844,	125.279210	
15933.665844,	125.278310	
15935.075856,	125.277140	
15936.485854,	125.275720	
15937.895849,	125.274560	
15939.305857,	125.273910	
15940.715844,	125.272880	
15942.125842,	125.271460	
15943.535846,	125.270680	
15944.945845,	125.269780	
15946.355852,	125.268620	
15947.765852,	125.267580	
15949.175858,	125.266810	
15950.585846,	125.265390	
15951.995851,	125.264480	
15953.405850,	125.263320	
15954.815845,	125.262280	
15956.225851,	125.261120	
15957.635845,	125.260220	
15959.045846,	125.259310	
15960.455844,	125.258280	
15961.865847,	125.257110	
15963.275876,	125.256080	
15964.685843,	125.254920	
15966.095839,	125.254010	
15967.505846,	125.252980	
15968.915840,	125.251950	
15970.325835,	125.250910	
15971.735837,	125.249750	
15973.145836,	125.248720	
15974.555835,	125.247680	
15975.965835,	125.246520	
15977.375837,	125.245480	
15978.785832,	125.244580	
15980.195833,	125.244060	
15981.605835,	125.242510	
15983.015844,	125.241480	
15984.425835,	125.240320	
15985.835837,	125.239280	
15987.245840,	125.238120	
15988.655843,	125.237340	
15990.065841,	125.236180	
15991.475837,	125.235150	
15992.885833,	125.234110	
15994.295833,	125.233080	
15995.705836,	125.231920	
15997.115836,	125.230750	
15998.525835,	125.229850	
15999.935833,	125.228690	
16001.345839,	125.227650	
16002.755837,	125.226750	
16004.165837,	125.225330	
16005.575840,	125.224810	
16006.985849,	125.223650	
16008.395838,	125.222480	
16009.805842,	125.221580	
16011.215845,	125.220540	
16012.625832,	125.219250	
16014.035838,	125.218220	
16015.445844,	125.217440	
16016.855839,	125.216020	
16018.265838,	125.215120	
16019.675833,	125.213950	
16021.085837,	125.212660	
16022.495834,	125.211630	
16023.905838,	125.210850	
16025.315843,	125.209820	
16026.725836,	125.208910	
16028.135834,	125.207750	
16029.545837,	125.206720	
16030.955835,	125.205300	
16032.365836,	125.204390	
16033.775833,	125.203620	
16035.185835,	125.202190	
16036.595838,	125.201290	
16038.005834,	125.200260	
16039.415838,	125.199220	
16040.825837,	125.197930	
16042.235837,	125.197150	
16043.645837,	125.195990	
16045.055839,	125.194700	
16046.465837,	125.193790	
16047.875831,	125.192890	
16049.285838,	125.191730	
16050.695832,	125.190560	
16052.105836,	125.189790	
16053.515837,	125.188760	
16054.925839,	125.187720	
16056.335837,	125.186430	
16057.745834,	125.185520	
16059.155834,	125.184490	
16060.565832,	125.183330	
16061.975835,	125.182550	
16063.385832,	125.181000	
16064.795838,	125.179970	
16066.205839,	125.179190	
16067.615841,	125.178420	
16069.025845,	125.177130	
16070.435836,	125.175830	
16071.845832,	125.175060	
16073.255834,	125.174280	
16074.665833,	125.172860	
16076.075837,	125.171570	
16077.485834,	125.170790	
16078.895834,	125.169760	
16080.305836,	125.168730	
16081.715837,	125.167690	
16083.125844,	125.166660	
16084.535833,	125.165490	
16085.945844,	125.164200	
16087.355843,	125.163820	
16088.765835,	125.162520	
16090.175833,	125.161230	
16091.585839,	125.160330	
16092.995833,	125.159160	
16094.405837,	125.158390	
16095.815839,	125.157100	
16097.225838,	125.156060	
16098.635834,	125.155030	
16100.045836,	125.153740	
16101.455833,	125.152830	
16102.865840,	125.151930	
16104.275834,	125.150760	
16105.685842,	125.149990	
16107.095845,	125.148700	
16108.505841,	125.147530	
16109.915837,	125.146630	
16111.325843,	125.145590	
16112.735838,	125.144820	
16114.145837,	125.143660	
16115.555833,	125.142880	
16116.965834,	125.141460	
16118.375830,	125.140430	
16119.785835,	125.139130	
16121.195832,	125.138230	
16122.605838,	125.137070	
16124.015834,	125.136160	
16125.425834,	125.134870	
16126.835837,	125.133960	
16128.245840,	125.132930	
16129.655840,	125.132030	
16131.065844,	125.130990	
16132.475840,	125.129830	
16133.885836,	125.128800	
16135.295838,	125.127760	
16136.705839,	125.126860	
16138.115842,	125.125690	
16139.525836,	125.124790	
16140.935835,	125.123630	
16142.345834,	125.122590	
16143.755833,	125.121430	
16145.165834,	125.120400	
16146.575836,	125.119100	
16147.985835,	125.118330	
16149.395836,	125.117290	
16150.805833,	125.116390	
16152.215835,	125.115100	
16153.625833,	125.114320	
16155.035835,	125.113030	
16156.445840,	125.112250	
16157.855835,	125.111090	
16159.265842,	125.109930	
16160.675838,	125.109020	
16162.085840,	125.107990	
16163.495843,	125.106830	
16164.905837,	125.105410	
16166.315862,	125.104760	
16167.725836,	125.103600	
16169.135845,	125.102560	
16170.545841,	125.101660	
16171.955839,	125.100500	
16173.365837,	125.099460	
16174.776208,	125.098560	
16176.185834,	125.097260	
16177.595835,	125.096230	
16179.005832,	125.095070	
16180.415834,	125.094290	
16181.825833,	125.093000	
16183.235835,	125.092100	
16184.645837,	125.091060	
16186.055840,	125.090030	
16187.465840,	125.089250	
16188.875851,	125.088220	
16190.285843,	125.086930	
16191.695849,	125.086150	
16193.105862,	125.084990	
16194.515843,	125.083830	
16195.925850,	125.082660	
16197.335841,	125.081760	
16198.745853,	125.080470	
16200.155837,	125.079430	
16201.565842,	125.078400	
16202.975840,	125.077490	
16204.385841,	125.076460	
16205.795836,	125.075430	
16207.205835,	125.074520	
16208.615835,	125.073620	
16210.025833,	125.072320	
16211.435833,	125.071160	
16212.845835,	125.070130	
16214.255833,	125.069350	
16215.665835,	125.068320	
16217.075834,	125.067280	
16218.485840,	125.066120	
16219.895842,	125.064960	
16221.305845,	125.064180	
16222.715857,	125.063020	
16224.125831,	125.062240	
16225.535846,	125.060690	
16226.945840,	125.059790	
16228.355841,	125.058630	
16229.765842,	125.057850	
16231.175832,	125.056690	
16232.585844,	125.055650	
16233.995835,	125.054490	
16235.405836,	125.053590	
16236.815835,	125.052550	
16238.225833,	125.051780	
16239.635833,	125.050360	
16241.045846,	125.049450	
16242.455840,	125.048160	
16243.865839,	125.047380	
16245.275840,	125.046480	
16246.685836,	125.045190	
16248.095835,	125.044540	
16249.505836,	125.043250	
16250.915835,	125.041960	
16252.325842,	125.041050	
16253.735837,	125.039890	
16255.145832,	125.038860	
16256.555833,	125.038080	
16257.965835,	125.036790	
16259.375830,	125.035750	
16260.785835,	125.034720	
16262.195833,	125.033690	
16263.605838,	125.032650	
16265.015840,	125.031750	
16266.425836,	125.030970	
16267.835838,	125.029940	
16269.245844,	125.028520	
16270.655839,	125.027480	
16272.065840,	125.026450	
16273.475839,	125.025420	
16274.885837,	125.024380	
16276.295840,	125.023480	
16277.705840,	125.022190	
16279.115844,	125.021280	
16280.525840,	125.020510	
16281.935841,	125.018950	
16283.345845,	125.018180	
16284.755838,	125.017020	
16286.165842,	125.015850	
16287.575841,	125.015080	
16288.985838,	125.013920	
16290.395833,	125.012620	
16291.805840,	125.011980	
16293.215833,	125.010940	
16294.625836,	125.009910	
16296.035840,	125.008490	
16297.445836,	125.007450	
16298.855836,	125.006550	
16300.265837,	125.005520	
16301.675836,	125.004870	
16303.085837,	125.003320	
16304.495841,	125.002670	
16305.905839,	125.001380	
16307.315845,	125.000480	
16308.725838,	124.999180	
16310.135843,	124.998280	
16311.545838,	124.997250	
16312.955836,	124.996210	
16314.365835,	124.995180	
16315.775841,	124.993890	
16317.185845,	124.993110	
16318.595842,	124.992210	
16320.005839,	124.991170	
16321.415842,	124.990010	
16322.825837,	124.988850	
16324.235838,	124.988070	
16325.645837,	124.986520	
16327.055836,	124.985740	
16328.465836,	124.984840	
16329.875835,	124.983810	
16331.285836,	124.982640	
16332.695836,	124.981870	
16334.105839,	124.980830	
16335.515834,	124.979670	
16336.925835,	124.978900	
16338.335834,	124.977470	
16339.745835,	124.976310	
16341.155832,	124.975660	
16342.565840,	124.974500	
16343.975840,	124.973600	
16345.385842,	124.972300	
16346.795838,	124.971270	
16348.205839,	124.970370	
16349.615836,	124.969590	
16351.025838,	124.968170	
16352.435835,	124.967270	
16353.845833,	124.966100	
16355.255832,	124.965070	
16356.665835,	124.964160	
16358.075835,	124.963260	
16359.485839,	124.961840	
16360.895836,	124.960930	
16362.305839,	124.960030	
16363.715838,	124.958990	
16365.125837,	124.957570	
16366.535855,	124.956670	
16367.945839,	124.955380	
16369.355838,	124.954730	
16370.765832,	124.953700	
16372.175838,	124.952660	
16373.585842,	124.951500	
16374.995847,	124.950470	
16376.405835,	124.949690	
16377.815833,	124.948660	
16379.225832,	124.947490	
16380.635833,	124.946720	
16382.045834,	124.945430	
16383.455836,	124.944520	
16384.865836,	124.943360	
16386.275843,	124.942840	
16387.685836,	124.941290	
16389.095835,	124.940130	
16390.505842,	124.939220	
16391.915833,	124.938190	
16393.325850,	124.937030	
16394.735839,	124.936380	
16396.145839,	124.935090	
16397.555839,	124.933930	
16398.965839,	124.933150	
16400.375841,	124.932120	
16401.785840,	124.931340	
16403.195845,	124.930050	
16404.605835,	124.929010	
16406.015834,	124.927720	
16407.425833,	124.926950	
16408.835834,	124.925780	
16410.245835,	124.924880	
16411.655833,	124.923720	
16413.065835,	124.922940	
16414.475839,	124.921910	
16415.885836,	124.920870	
16417.295835,	124.919450	
16418.705835,	124.918680	
16420.115834,	124.917510	
16421.525840,	124.916480	
16422.935844,	124.915580	
16424.345840,	124.914540	
16425.755835,	124.913510	
16427.165835,	124.912470	
16428.575836,	124.911180	
16429.985835,	124.910280	
16431.395837,	124.909500	
16432.805833,	124.908730	
16434.215834,	124.907430	
16435.625832,	124.906270	
16437.035835,	124.905240	
16438.445840,	124.904330	
16439.855838,	124.903170	
16441.265842,	124.902270	
16442.675838,	124.901100	
16444.085843,	124.900200	
16445.495844,	124.899160	
16446.905837,	124.898000	
16448.315843,	124.897230	
16449.725843,	124.895930	
16451.135843,	124.894900	
16452.545924,	124.894120	
16453.955838,	124.893090	
16455.365837,	124.891930	
16456.775833,	124.891020	
16458.185834,	124.889600	
16459.595837,	124.888830	
16461.005841,	124.887920	
16462.415855,	124.887020	
16463.825839,	124.885470	
16465.235844,	124.884430	
16466.645835,	124.883660	
16468.055836,	124.882490	
16469.465839,	124.881720	
16470.875835,	124.880430	
16472.285833,	124.879520	
16473.695836,	124.878620	
16475.105839,	124.877450	
16476.515834,	124.876290	
16477.925835,	124.875520	
16479.335830,	124.874480	
16480.745836,	124.873320	
16482.155833,	124.872290	
16483.565834,	124.871250	
16484.975833,	124.870350	
16486.385858,	124.869440	
16487.795837,	124.868150	
16489.205835,	124.867250	
16490.615840,	124.865950	
16492.025836,	124.865180	
16493.435832,	124.863890	
16494.845836,	124.863240	
16496.255834,	124.861820	
16497.665836,	124.861300	
16499.075835,	124.860270	
16500.485832,	124.858980	
16501.895838,	124.857940	
16503.305831,	124.857040	
16504.715834,	124.855740	
16506.125837,	124.854970	
16507.535837,	124.853810	
16508.945839,	124.852900	
16510.355846,	124.851870	
16511.765837,	124.850710	
16513.175837,	124.849670	
16514.585840,	124.848640	
16515.995839,	124.847470	
16517.405842,	124.846700	
16518.815843,	124.845920	
16520.225841,	124.844630	
16521.635837,	124.843600	
16523.045837,	124.842560	
16524.455835,	124.841400	
16525.865844,	124.840500	
16527.275844,	124.839200	
16528.685847,	124.838170	
16530.095842,	124.837780	
16531.505847,	124.836490	
16532.915844,	124.835460	
16534.325847,	124.834160	
16535.735844,	124.833390	
16537.145845,	124.832230	
16538.555843,	124.831320	
16539.965845,	124.830550	
16541.375843,	124.829120	
16542.785845,	124.828220	
16544.195841,	124.827440	
16545.605847,	124.826020	
16547.015844,	124.824990	
16548.425844,	124.824090	
16549.835844,	124.823180	
16551.245840,	124.822410	
16552.655843,	124.821110	
16554.065846,	124.820080	
16555.475841,	124.819170	
16556.885845,	124.818010	
16558.295841,	124.817110	
16559.705847,	124.816200	
16561.115849,	124.815040	
16562.525845,	124.814130	
16563.935842,	124.813100	
16565.345847,	124.812070	
16566.755845,	124.810900	
16568.165841,	124.809870	
16569.575845,	124.808840	
16570.985845,	124.807930	
16572.395844,	124.806900	
16573.805845,	124.805860	
16575.215842,	124.804830	
16576.625845,	124.803670	
16578.035848,	124.802630	
16579.445850,	124.801470	
16580.855850,	124.800440	
16582.265844,	124.799530	
16583.675842,	124.798630	
16585.085848,	124.797460	
16586.495842,	124.796300	
16587.905845,	124.795140	
16589.315844,	124.794230	
16590.725848,	124.793200	
16592.135844,	124.792550	
17133.575846,	124.798110	
17134.985849,	124.796170	
17136.395850,	124.793850	
17137.805857,	124.791650	
17139.215850,	124.789190	
17140.625845,	124.787390	
17142.035847,	124.785320	
17143.445849,	124.782860	
17144.855847,	124.780790	
17146.265852,	124.778600	
17147.675845,	124.776660	
17149.085851,	124.774200	
17150.495853,	124.772520	
17151.905850,	124.770330	
17153.315852,	124.768130	
17154.725852,	124.766060	
17156.135847,	124.764130	
17157.545841,	124.762060	
17158.955852,	124.759990	
17160.365842,	124.758310	
17161.775850,	124.755980	
17163.185843,	124.754050	
17164.595851,	124.751980	
17166.005854,	124.750300	
17167.415848,	124.747970	
17168.825847,	124.746420	
17170.235851,	124.744740	
17171.645849,	124.742800	
17173.055851,	124.740480	
17174.465847,	124.738800	
17175.875847,	124.736860	
17177.285843,	124.734920	
17178.695850,	124.733370	
17180.105845,	124.731430	
17181.515844,	124.729490	
17182.925843,	124.727550	
17184.335851,	124.726000	
17185.745848,	124.724190	
17187.155846,	124.722510	
17188.565842,	124.720580	
17189.975850,	124.718900	
17191.385851,	124.716830	
17192.795846,	124.715150	
17194.205855,	124.713600	
17195.615847,	124.711660	
17197.025836,	124.709980	
17198.435845,	124.708300	
17199.845834,	124.706490	
17201.255849,	124.704810	
17202.665849,	124.703000	
17204.075841,	124.701450	
17205.485842,	124.699380	
17206.895845,	124.698090	
17208.305851,	124.696280	
17209.715839,	124.694730	
17211.125840,	124.693050	
17212.535846,	124.691630	
17213.945843,	124.689560	
17215.355852,	124.688010	
17216.765849,	124.686460	
17218.175843,	124.684910	
17219.585848,	124.683230	
17220.995848,	124.681810	
17222.405835,	124.679870	
17223.815846,	124.678190	
17225.225841,	124.676510	
17226.635840,	124.675220	
17228.045845,	124.673800	
17229.455844,	124.672250	
17230.865842,	124.670440	
17232.275857,	124.668630	
17233.685854,	124.667340	
17235.095846,	124.665910	
17236.505847,	124.664230	
17237.915848,	124.662680	
17239.325849,	124.661260	
17240.735856,	124.659580	
17242.145848,	124.658420	
17243.555855,	124.656740	
17244.965846,	124.654930	
17246.375845,	124.653640	
17247.785851,	124.651960	
17249.195851,	124.650920	
17250.605853,	124.649240	
17252.015845,	124.647820	
17253.425849,	124.646010	
17254.835864,	124.644720	
17256.245848,	124.643430	
17257.655846,	124.641880	
17259.065851,	124.640330	
17260.475858,	124.639040	
17261.885847,	124.637610	
17263.295853,	124.636060	
17264.705849,	124.634640	
17266.115847,	124.633220	
17267.525852,	124.631670	
17268.935850,	124.630770	
17270.345849,	124.628700	
17271.755855,	124.627660	
17273.165847,	124.625860	
17274.575844,	124.624690	
17275.985849,	124.623530	
17277.395862,	124.621980	
17278.805851,	124.620820	
17280.215851,	124.619390	
17281.625844,	124.617840	
17283.035855,	124.616420	
17284.445855,	124.615260	
17285.855850,	124.613840	
17287.265847,	124.612420	
17288.675849,	124.611250	
17290.085845,	124.609440	
17291.495847,	124.608410	
17292.905851,	124.606990	
17294.315850,	124.605700	
17295.725847,	124.604020	
17297.135849,	124.602980	
17298.545852,	124.601820	
17299.955856,	124.600400	
17301.365842,	124.598850	
17302.775846,	124.597560	
17304.185848,	124.596520	
17305.595844,	124.594710	
17307.005847,	124.593420	
17308.415844,	124.592260	
17309.825850,	124.591090	
17311.235851,	124.589670	
17312.645846,	124.588120	
17314.055848,	124.587220	
17315.465846,	124.586180	
17316.875851,	124.584500	
17318.285853,	124.583340	
17319.695847,	124.581660	
17321.105852,	124.580370	
17322.515848,	124.579210	
17323.925843,	124.578040	
17325.335856,	124.576490	
17326.745845,	124.575070	
17328.155849,	124.573910	
17329.565850,	124.573130	
17330.975846,	124.571840	
17332.385846,	124.570680	
17333.795850,	124.569380	
17335.205848,	124.568480	
17336.615849,	124.566800	
17338.025846,	124.565640	
17339.435853,	124.564220	
17340.845851,	124.562790	
17342.255850,	124.561760	
17343.665844,	124.560470	
17345.075850,	124.559300	
17346.485852,	124.558010	
17347.895850,	124.556720	
17349.305851,	124.555300	
17350.715846,	124.554270	
17352.125850,	124.553100	
17353.535848,	124.551940	
17354.945851,	124.550390	
17356.355857,	124.549480	
17357.765849,	124.548320	
17359.175845,	124.546900	
17360.585846,	124.545990	
17361.995846,	124.544570	
17363.405849,	124.543280	
17364.815849,	124.542250	
17366.225845,	124.540830	
17367.635848,	124.539660	
17369.045849,	124.538500	
17370.455849,	124.537470	
17371.865843,	124.536170	
17373.275842,	124.535140	
17374.685846,	124.533720	
17376.095855,	124.532300	
17377.505849,	124.531520	
17378.915854,	124.529970	
17380.325848,	124.529070	
17381.735850,	124.527900	
17383.145844,	124.526610	
17384.555844,	124.525320	
17385.965846,	124.524410	
17387.375849,	124.522990	
17388.785848,	124.522090	
17390.195846,	124.520670	
17391.605853,	124.519500	
17393.015854,	124.518600	
17394.425852,	124.517180	
17395.835851,	124.516010	
17397.245856,	124.514980	
17398.655847,	124.513690	
17400.065850,	124.512660	
17401.475847,	124.511230	
17402.885848,	124.510200	
17404.295846,	124.509170	
17405.705863,	124.507870	
17407.115855,	124.506840	
17408.525853,	124.505680	
17409.935852,	124.504640	
17411.345849,	124.503220	
17412.755851,	124.502060	
17414.165852,	124.501020	
17415.575850,	124.499990	
17416.985846,	124.498830	
17418.395842,	124.497410	
17419.805846,	124.496630	
17421.215852,	124.495080	
17422.625844,	124.494180	
17424.035839,	124.493140	
17425.445847,	124.491980	
17426.855846,	124.490690	
17428.265846,	124.489650	
17429.675843,	124.488360	
17431.085844,	124.487460	
17432.495845,	124.485910	
17433.905838,	124.485000	
17435.315846,	124.483840	
17436.725847,	124.482930	
17438.135837,	124.481900	
17439.545847,	124.480480	
17440.955845,	124.479440	
17442.365846,	124.478150	
17443.775849,	124.477250	
17445.185847,	124.476340	
17446.595849,	124.474920	
17448.005847,	124.473630	
17449.415848,	124.472850	
17450.825851,	124.471430	
17452.235849,	124.470660	
17453.645846,	124.469490	
17455.055847,	124.468200	
17456.465850,	124.467040	
17457.875850,	124.466010	
17459.285836,	124.465100	
17460.695839,	124.463940	
17462.105833,	124.462900	
17463.515838,	124.461480	
17464.925836,	124.460710	
17466.335847,	124.459410	
17467.745843,	124.458380	
17469.155844,	124.457090	
17470.565845,	124.455670	
17471.975842,	124.455150	
17473.385846,	124.453730	
17474.795844,	124.452570	
17476.205850,	124.451660	
17477.615843,	124.450500	
17479.025844,	124.449460	
17480.435846,	124.448300	
17481.845847,	124.447270	
17483.255851,	124.446100	
17484.665847,	124.445200	
17486.075853,	124.443910	
17487.485849,	124.442740	
17488.895844,	124.441580	
17490.305853,	124.440550	
17491.715846,	124.439510	
17493.125835,	124.438480	
17494.535847,	124.437450	
17495.945848,	124.436280	
17497.355853,	124.435120	
17498.765839,	124.434220	
17500.175843,	124.432920	
17501.585850,	124.431760	
17502.995841,	124.430730	
17504.405843,	124.429820	
17505.815841,	124.428400	
17507.225842,	124.427370	
17508.635846,	124.426460	
17510.045840,	124.425170	
17511.455839,	124.424400	
17512.865839,	124.423360	
17514.275848,	124.422070	
17515.685851,	124.421290	
17517.095849,	124.420000	
17518.505850,	124.418840	
17519.915850,	124.417930	
17521.325847,	124.416640	
17522.735846,	124.415480	
17524.145848,	124.414320	
17525.555851,	124.413280	
17526.965844,	124.412640	
17528.375844,	124.411210	
17529.785851,	124.410310	
17531.195845,	124.409150	
17532.605847,	124.408110	
17534.015853,	124.407080	
17535.425851,	124.405790	
17536.835850,	124.404880	
17538.245843,	124.403850	
17539.655851,	124.402560	
17541.065849,	124.401520	
17542.475853,	124.400360	
17543.885850,	124.399580	
17545.295850,	124.398290	
17546.705845,	124.397390	
17548.115845,	124.396350	
17549.525848,	124.394930	
17550.935846,	124.394030	
17552.345852,	124.392990	
17553.755851,	124.391700	
17555.165848,	124.390930	
17556.575849,	124.389890	
17557.985847,	124.388860	
17559.395847,	124.387570	
17560.805848,	124.386400	
17562.215846,	124.385500	
17563.625849,	124.384340	
17565.035851,	124.383430	
17566.445851,	124.382400	
17567.855845,	124.381360	
17569.265848,	124.380330	
17570.675852,	124.379040	
17572.085845,	124.378130	
17573.495845,	124.376970	
17574.905852,	124.376070	
17576.315847,	124.374900	
17577.725850,	124.373870	
17579.135844,	124.372830	
17580.545851,	124.371670	
17581.955852,	124.370900	
17583.365847,	124.369600	
17584.775848,	124.368180	
17586.185852,	124.367540	
17587.595850,	124.366120	
17589.005847,	124.365600	
17590.415856,	124.364310	
17591.825850,	124.363270	
17593.235851,	124.362240	
17594.645845,	124.361080	
17596.055854,	124.359910	
17597.465850,	124.359010	
17598.875847,	124.358360	
17600.285847,	124.357070	
17601.695848,	124.355650	
17603.105849,	124.354740	
17604.515850,	124.353970	
17605.925847,	124.352550	
17607.335849,	124.351510	
17608.745854,	124.350610	
17610.155845,	124.349570	
17611.565845,	124.348280	
17612.975838,	124.347380	
17614.385845,	124.346210	
17615.795849,	124.345180	
17617.205841,	124.344150	
17618.615838,	124.343240	
17620.025835,	124.341950	
17621.435850,	124.340790	
17622.845853,	124.339880	
17624.255844,	124.338850	
17625.665848,	124.337810	
17627.075848,	124.336650	
17628.485852,	124.335490	
17629.895851,	124.334840	
17631.305848,	124.333550	
17632.715854,	124.332390	
17634.125841,	124.331480	
17635.535851,	124.330840	
17636.945846,	124.329420	
17638.355843,	124.328380	
17639.765843,	124.327350	
17641.175838,	124.326060	
17642.585838,	124.325020	
17643.995847,	124.324250	
17645.405845,	124.323210	
17646.815832,	124.321920	
17648.225834,	124.321020	
17649.635855,	124.319980	
17651.045846,	124.318820	
17652.455847,	124.317910	
17653.865848,	124.316880	
17655.275848,	124.315720	
17656.685853,	124.314550	
17658.095848,	124.313910	
17659.505847,	124.312490	
17660.915881,	124.311580	
17662.325849,	124.310290	
17663.735846,	124.309390	
17665.145848,	124.308350	
17666.555846,	124.307190	
17667.965848,	124.306280	
17669.375845,	124.305510	
17670.785850,	124.304480	
17672.195845,	124.303050	
17673.605847,	124.302150	
17675.015850,	124.300860	
17676.425844,	124.300080	
17677.835850,	124.299050	
17679.245849,	124.297760	
17680.655849,	124.296980	
17682.065845,	124.295820	
17683.475845,	124.294910	
17684.885845,	124.293620	
17686.295851,	124.292720	
17687.705851,	124.291550	
17689.115848,	124.290780	
17690.525846,	124.289490	
17691.935841,	124.288580	
17693.345835,	124.287420	
17694.755839,	124.286510	
17696.165833,	124.285480	
17697.575838,	124.284320	
17698.985843,	124.283280	
17700.395845,	124.282250	
17701.805845,	124.281090	
17703.215840,	124.280050	
17704.625841,	124.279150	
17706.035845,	124.277980	
17707.445848,	124.276820	
17708.855841,	124.276300	
17710.265843,	124.274500	
17711.675843,	124.274110	
17713.085842,	124.273070	
17714.495841,	124.271650	
17715.905841,	124.270750	
17717.315843,	124.269840	
17718.725848,	124.268420	
17720.135849,	124.267650	
17721.545835,	124.266480	
17722.955839,	124.265580	
17724.365842,	124.264540	
17725.775842,	124.263380	
17727.185837,	124.262090	
17728.595839,	124.261440	
17730.005839,	124.260280	
17731.415846,	124.259250	
17732.825841,	124.258080	
17734.235839,	124.257180	
17735.645849,	124.256270	
17737.055837,	124.255110	
17738.465837,	124.253820	
17739.875838,	124.253300	
17741.285839,	124.251880	
17742.695844,	124.250980	
17744.105850,	124.250070	
17745.515845,	124.248780	
17746.925851,	124.247490	
17748.335839,	124.246710	
17749.745845,	124.245810	
17751.155838,	124.244640	
17752.565848,	124.243870	
17753.975844,	124.242710	
17755.385849,	124.241930	
17756.795846,	124.240640	
17758.205839,	124.239600	
17759.615836,	124.238700	
17761.025844,	124.237540	
17762.435842,	124.236500	
17763.845846,	124.235080	
17765.255844,	124.234180	
17766.665847,	124.233140	
17768.075846,	124.232630	
17769.485848,	124.231210	
17770.895855,	124.230170	
17772.305849,	124.229140	
17773.715845,	124.228100	
17775.125847,	124.227070	
17776.535852,	124.226040	
17777.945847,	124.225000	
17779.355856,	124.223840	
17800.505847,	125.321080	
17801.915849,	124.539790	
17803.325851,	124.374260	
17804.735882,	124.362240	
17806.145835,	124.352930	
17807.555846,	124.344920	
17808.965842,	124.337810	
17810.375854,	124.331480	
17811.785850,	124.325280	
17813.195850,	124.319850	
17814.605847,	124.314430	
17816.015846,	124.309640	
17817.425845,	124.304600	
17818.835847,	124.300210	
17820.245851,	124.296200	
17821.655846,	124.292200	
17823.065844,	124.288320	
17824.475846,	124.284570	
17825.885849,	124.281090	
17827.295851,	124.277470	
17828.705847,	124.274240	
17830.115845,	124.270750	
17831.525847,	124.267650	
17832.935858,	124.264930	
17834.345848,	124.261700	
17835.755851,	124.258470	
17837.165851,	124.255890	
17838.575846,	124.253300	
17839.985845,	124.250330	
17841.395848,	124.247750	
17842.805837,	124.245030	
17844.215842,	124.242580	
17845.625846,	124.240120	
17847.035835,	124.237670	
17848.445924,	124.235340	
17849.855842,	124.233010	
17851.265844,	124.230560	
17852.675836,	124.228750	
17854.085846,	124.226290	
17855.495856,	124.224490	
17856.905843,	124.222420	
20898.275853,	124.217640	
20899.685848,	124.211690	
20901.095856,	124.205880	
20902.505845,	124.200190	
20903.915854,	124.194760	
20905.325851,	124.189210	
20906.735846,	124.183910	
20908.145851,	124.178480	
20909.555850,	124.173050	
20910.965857,	124.167760	
20912.375845,	124.162850	
20913.785843,	124.157940	
20915.195849,	124.153280	
20916.605844,	124.148370	
20918.015853,	124.143460	
20919.425845,	124.138940	
20920.835849,	124.134030	
20922.245852,	124.129510	
20923.655851,	124.124340	
20925.065857,	124.119810	
20926.475848,	124.115160	
20927.885844,	124.111290	
20929.295848,	124.107150	
20930.705848,	124.103140	
20932.115845,	124.099140	
20933.525843,	124.095260	
20934.935838,	124.091260	
20936.345839,	124.087380	
20937.755835,	124.083110	
20939.165837,	124.079500	
20940.575836,	124.076140	
20941.985836,	124.072260	
20943.395845,	124.068380	
20944.805846,	124.064890	
20946.215845,	124.061150	
20947.625844,	124.057920	
20949.035848,	124.054300	
20950.445844,	124.050810	
20951.855851,	124.047450	
20953.265838,	124.044220	
20954.675837,	124.040860	
20956.085836,	124.037500	
20957.495837,	124.033880	
20958.905835,	124.030780	
20960.315844,	124.027940	
20961.725846,	124.024710	
20963.135846,	124.021350	
20964.545841,	124.018370	
20965.955848,	124.015010	
20967.365844,	124.012040	
20968.775839,	124.009330	
20970.185841,	124.005970	
20971.595841,	124.002870	
20973.005835,	124.000150	
20974.415835,	123.997310	
20975.825835,	123.994470	
20977.235836,	123.991620	
20978.645834,	123.988780	
20980.055837,	123.985940	
20981.465843,	123.983100	
20982.875838,	123.980120	
20984.285836,	123.977410	
20985.695844,	123.974820	
20987.105841,	123.971980	
20988.515837,	123.968880	
20989.925836,	123.966810	
20991.335854,	123.963970	
20992.745847,	123.961130	
20994.155844,	123.958540	
20995.565844,	123.955960	
20996.975848,	123.953370	
20998.385844,	123.951180	
20999.795847,	123.948330	
21001.205843,	123.945880	
21002.615851,	123.943290	
21004.025848,	123.940710	
